index,comment_count,day_of_week,likes_followers_ratio,tags_value,object1,object1_l,object1_t,object1_r,object1_b,object2,object2_l,object2_t,object2_r,object2_b,object3,object3_l,object3_t,object3_r,object3_b,hour
213,22,7,0.041062992,0,0,0.155,0.123,0.694,0.998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
214,18,5,0.051062992,0,0,0.324,0.15,0.78,1,58,0,0.278,0.231,0.953,-1,-1,-1,-1,-1,22
215,9,4,0.032677165,0,0,0,0.072,0.882,0.597,43,0.014,0.687,0.769,0.973,-1,-1,-1,-1,-1,19
216,28,2,0.043779528,0,0,0.402,0.426,0.592,0.971,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
217,26,1,0.045314961,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
218,11,7,0.038464567,0,2,0.204,0.581,0.259,0.619,0,0.539,0.289,0.807,1,2,0.109,0.581,0.164,0.64,19
219,10,6,0.024448819,0,0,0.382,0.713,0.392,0.745,0,0.094,0.72,0.102,0.747,-1,-1,-1,-1,-1,21
220,22,5,0.052677165,0,0,0.531,0.34,0.831,0.981,2,0.276,0.502,0.877,0.915,2,0.948,0.394,0.997,0.425,21
221,2,4,0.024527559,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
222,17,3,0.045275591,0,0,0.075,0,0.934,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
223,17,2,0.027007874,0,0,0.328,0.209,0.71,0.817,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
224,7,1,0.026732283,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
225,3,1,0.029370079,0,0,0.241,0.139,0.726,1,73,0.203,0.445,0.237,0.598,73,0.698,0.448,0.728,0.594,10
226,7,7,0.031850394,0,73,0.906,0.265,0.933,0.326,73,0.516,0.435,0.789,0.98,73,0.981,0.32,0.996,0.402,21
227,14,5,0.044133858,0,0,0.035,0.043,0.988,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
228,6,1,0.028897638,0,7,0,0.526,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
229,12,7,0.037125984,0,0,0.045,0.369,0.711,0.928,2,0.274,0.465,1,0.953,2,0.068,0.529,0.128,0.554,20
230,5,5,0.025393701,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
231,44,4,0.058779528,0,0,0.203,0.014,0.915,0.992,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
232,13,3,0.035826772,0,0,0.453,0.33,0.909,0.989,2,0.182,0.444,0.282,0.479,2,0.271,0.425,0.461,0.492,20
233,5,3,0.026850394,0,7,0,0.057,0.977,0.642,2,0,0.079,0.99,0.711,-1,-1,-1,-1,-1,11
234,5,2,0.031771654,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
235,4,1,0.028661417,0,0,0.056,0,0.948,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
236,14,7,0.034448819,0,0,0.603,0,0.885,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
237,2,7,0.026338583,0,2,0.233,0.583,0.299,0.621,2,0.134,0.582,0.226,0.632,2,0.021,0.582,0.133,0.646,11
238,11,6,0.046692913,0,0,0.405,0.382,0.599,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
239,8,6,0.030826772,0,0,0.147,0.092,0.884,0.933,2,0,0.642,0.782,0.986,13,0.017,0.575,0.95,0.969,11
240,18,5,0.042125984,0,2,0.033,0.437,0.95,0.912,0,0.49,0.212,0.788,0.599,-1,-1,-1,-1,-1,20
241,22,4,0.039645669,0,0,0.45,0.422,0.59,0.966,2,0.899,0.451,0.994,0.535,2,0.724,0.431,0.894,0.503,19
242,10,2,0.032992126,0,0,0.004,0.53,0.046,0.647,13,0.897,0.746,1,0.847,58,0.08,0.544,0.143,0.625,21
243,7,1,0.028228346,0,0,0.153,0.015,0.997,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
244,19,7,0.045275591,0,0,0.164,0.423,0.451,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
245,15,6,0.044330709,0,0,0.429,0.16,0.939,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
246,10,3,0.038464567,0,2,0.266,0.324,0.531,0.486,2,0,0.369,0.98,0.986,2,0.002,0.354,0.127,0.505,21
247,15,2,0.022795276,0,55,0.026,0.405,0.414,0.737,41,0.019,0.003,0.408,0.249,45,0.249,0.76,0.77,1,8
248,8,1,0.034291339,0,0,0.204,0.379,0.515,0.991,12,0.665,0.504,0.748,0.779,26,0.432,0.583,0.491,0.929,20
249,3,7,0.021850394,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
250,4,6,0.030669291,0,0,0.412,0.367,0.885,0.982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
251,10,5,0.039055118,0,0,0.367,0.358,0.723,0.955,26,0.57,0.521,0.645,0.721,67,0.484,0.391,0.502,0.413,22
252,4,4,0.025748031,0,2,0.257,0.864,0.389,0.944,2,0.133,0.877,0.156,0.897,2,0.624,0.842,0.995,0.997,21
253,6,4,0.024488189,0,0,0,0,1,0.893,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
254,24,3,0.040275591,0,0,0.196,0.163,0.671,0.949,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
255,5,1,0.02503937,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
256,10,7,0.033070866,0,0,0.178,0.156,0.803,0.846,8,0.144,0.275,0.971,0.928,-1,-1,-1,-1,-1,23
257,7,3,0.027716535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
258,20,2,0.041929134,0,0,0.186,0.399,0.463,0.996,0,0.933,0.552,0.951,0.611,0,0.085,0.523,0.112,0.594,20
259,9,1,0.046929134,0,0,0.007,0.042,1,0.953,59,0,0.098,1,0.983,-1,-1,-1,-1,-1,21
260,6,1,0.024488189,0,41,0.174,0.307,0.44,0.48,41,0.001,0.459,0.232,0.643,-1,-1,-1,-1,-1,14
261,7,5,0.03011811,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
262,11,4,0.033110236,0,0,0.367,0.052,1,0.977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14
263,20,2,0.038228346,0,0,0.264,0.426,0.562,0.855,56,0.216,0.472,0.506,0.832,-1,-1,-1,-1,-1,22
264,10,2,0.032677165,0,56,0.045,0.758,0.382,0.996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
265,4,1,0.026850394,0,0,0.906,0.842,0.913,0.849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
266,7,7,0.034448819,0,0,0.399,0.556,0.975,0.878,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
267,4,6,0.031377953,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
268,13,4,0.035866142,0,0,0.205,0.101,0.813,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
269,25,3,0.031535433,0,0,0.184,0.018,1,0.979,58,0.034,0,0.875,1,-1,-1,-1,-1,-1,21
270,23,7,0.041220472,0,0,0.468,0.239,0.678,0.773,56,0.336,0.466,0.928,0.957,58,0.829,0,0.991,0.184,21
271,8,3,0.033661417,0,0,0.332,0.488,0.456,0.899,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
272,4,2,0.02019685,0,49,0.003,0.347,0.281,0.537,49,0.048,0.573,0.348,0.803,-1,-1,-1,-1,-1,14
273,30,1,0.054212598,0,0,0.251,0.315,0.67,0.98,45,0.816,0.599,0.935,0.651,45,0.708,0.597,0.826,0.649,21
274,13,6,0.050314961,0,0,0.325,0.288,0.584,0.693,0,0.699,0.248,0.719,0.275,0,0.878,0.211,0.906,0.256,21
275,12,3,0.033149606,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
276,8,3,0.020590551,0,39,0.345,0.007,0.481,0.534,41,0.395,0.569,0.826,0.833,39,0.517,0.006,0.667,0.551,12
277,1,2,0.020275591,0,2,0,0,1,0.81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
278,46,1,0.047913386,0,0,0.29,0.439,0.598,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
279,3,1,0.029488189,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
280,7,7,0.031417323,0,0,0.317,0.126,0.375,0.251,0,0.271,0,0.937,1,-1,-1,-1,-1,-1,15
281,15,4,0.058779528,0,0,0.007,0.026,0.399,0.842,16,0.008,0.211,0.431,0.79,27,0.019,0.319,0.388,0.786,21
282,15,2,0.044291339,0,0,0.322,0.379,0.826,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
283,7,1,0.031023622,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
284,2,7,0.028110236,0,0,0.356,0.3,0.422,0.528,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
285,17,4,0.045275591,0,0,0.307,0.116,0.658,0.982,56,0.636,0.59,0.984,0.934,-1,-1,-1,-1,-1,21
286,1,4,0.025826772,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
287,31,3,0.076850394,0,0,0.223,0.236,0.616,0.874,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
288,30,2,0.047125984,0,0,0.409,0.139,0.891,0.99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
289,9,7,0.030354331,0,17,0.271,0.821,0.324,0.865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14
290,6,6,0.035629921,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
291,17,4,0.041338583,0,0,0.004,0.078,0.986,0.981,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
292,4,4,0.023740157,0,75,0.239,0.246,0.512,0.51,58,0.552,0.045,0.997,0.74,-1,-1,-1,-1,-1,10
293,5,2,0.034566929,0,2,0.476,0.851,0.531,0.908,9,0.721,0.657,0.737,0.704,9,0.046,0.533,0.075,0.618,20
294,12,7,0.036889764,0,0,0.032,0.328,0.602,0.986,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
295,5,7,0.026141732,0,55,0.684,0.496,0.784,0.573,55,0.364,0.491,0.464,0.571,55,0.466,0.481,0.556,0.556,14
296,16,5,0.046220472,0,0,0.314,0.33,0.485,0.97,0,0.144,0.421,0.173,0.493,0,0.274,0.411,0.31,0.533,22
297,5,4,0.032755906,0,5,0.343,0.562,0.966,0.993,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
298,55,3,0.091732283,0,0,0.526,0.192,0.98,0.985,2,0.954,0.288,1,0.335,2,0.837,0.298,0.879,0.327,21
299,4,7,0.031850394,0,37,0.108,0.255,0.267,0.929,37,0.801,0.449,0.934,0.85,37,0.392,0.355,0.568,0.882,17
300,5,3,0.026456693,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
301,6,2,0.035826772,0,0,0.601,0.724,0.733,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
302,9,1,0.021889764,0,0,0.55,0.371,0.638,0.521,0,0.189,0.304,0.239,0.426,-1,-1,-1,-1,-1,20
303,9,6,0.027992126,0,0,0.05,0.19,0.674,0.816,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
304,7,4,0.030590551,0,0,0.347,0.591,0.361,0.611,0,0.282,0.588,0.293,0.606,0,0.638,0.609,0.653,0.624,22
305,6,3,0.025472441,0,0,0.546,0.376,0.557,0.394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
306,9,2,0.032401575,0,0,0.456,0.384,0.792,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23
307,36,1,0.048818898,0,0,0.332,0.069,0.563,0.937,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
308,9,7,0.031456693,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
309,12,6,0.034094488,0,0,0.38,0.235,0.755,0.966,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
310,4,4,0.025905512,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
311,24,3,0.042362205,0,0,0.276,0.265,0.499,0.97,58,0.152,0.269,0.227,0.373,58,0.041,0.495,0.335,0.804,21
312,3,2,0.02496063,0,7,0,0.282,0.86,0.938,5,0.003,0.325,0.837,0.985,-1,-1,-1,-1,-1,10
313,9,7,0.031732283,0,0,0.684,0.364,0.695,0.388,0,0.706,0.365,0.715,0.384,0,0.218,0.445,0.231,0.468,12
314,17,6,0.054724409,0,0,0.329,0.432,0.804,1,0,0.208,0.579,0.216,0.599,0,0.39,0.58,0.398,0.601,22
315,8,4,0.035551181,0,0,0,0,0.761,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
316,5,3,0.036259843,0,0,0.778,0.207,0.791,0.224,0,0.883,0.212,0.9,0.23,0,0.649,0.205,0.663,0.229,20
317,3,3,0.027086614,0,45,0.669,0.697,0.822,0.841,45,0.695,0.816,0.877,0.994,45,0.004,0.79,0.116,0.981,12
318,10,1,0.031653543,0,0,0,0.209,0.835,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
319,7,7,0.031968504,0,0,0,0.571,0.907,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
320,9,4,0.026456693,0,0,0.082,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
321,8,3,0.033188976,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
322,6,7,0.034094488,0,0,0.122,0.274,0.437,0.973,26,0.076,0.655,0.21,0.886,56,0.759,0.498,0.928,0.737,21
323,7,6,0.034015748,165500,0,0.393,0.276,0.698,1,2,0.808,0.485,0.928,0.531,2,0.755,0.498,0.782,0.518,22
324,8,3,0.027519685,0,0,0.171,0.003,0.742,0.968,73,0.311,0.586,0.768,0.982,-1,-1,-1,-1,-1,21
325,24,1,0.072204724,0,0,0.151,0.299,0.423,0.985,0,0.07,0.33,0.193,0.706,0,0.161,0.334,0.229,0.434,20
326,9,7,0.02011811,0,0,0.234,0.11,0.76,0.986,0,0.743,0.604,0.799,0.749,0,0.834,0.606,0.879,0.761,20
327,7,6,0.026653543,0,74,0.45,0.264,0.651,0.441,56,0.322,0.738,0.465,0.906,56,0.284,0.837,0.5,0.991,13
328,6,1,0.030748031,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
329,5,7,0.034448819,0,2,0.029,0.615,0.882,0.953,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
330,7,7,0.03023622,0,0,0.552,0.467,0.742,0.995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
331,6,2,0.028543307,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
332,9,1,0.033110236,0,0,0,0.038,1,0.755,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
333,17,5,0.036259843,0,0,0.201,0.115,0.921,0.991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
334,6,4,0.028307087,0,2,0.065,0.457,1,0.945,0,0.608,0.472,0.637,0.536,0,0.481,0.473,0.508,0.534,11
335,6,2,0.030944882,0,0,0.75,0.328,0.998,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
336,9,1,0.032086614,0,0,0.364,0.014,0.727,0.999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
337,2,2,0.019251969,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
338,54,1,0.044685039,0,0,0.315,0.205,0.673,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
339,7,7,0.042440945,0,0,0.009,0.168,0.463,1,2,0.022,0.472,0.99,1,7,0.145,0.472,0.974,0.981,20
340,3,3,0.024685039,0,0,0.566,0.484,0.78,0.779,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
341,2,2,0.029212598,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
342,5,2,0.028228346,0,9,0.751,0.624,0.854,0.719,9,0.067,0.724,0.118,0.806,9,0.287,0.695,0.326,0.786,11
343,5,7,0.028110236,0,0,0,0,0.633,0.917,0,0.412,0,0.996,1,-1,-1,-1,-1,-1,18
344,4,6,0.03019685,0,0,0.095,0.39,0.596,0.923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
345,3,1,0.021338583,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
346,10,7,0.058700787,0,0,0.284,0.365,0.676,0.986,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
347,5,2,0.030905512,0,0,0.302,0.062,0.684,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
348,9,1,0.032125984,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
349,13,7,0.037007874,0,0,0.246,0.429,0.523,0.998,0,0.531,0.446,0.746,1,40,0.517,0.576,0.569,0.7,20
350,19,3,0.032362205,0,0,0.394,0.076,0.641,0.996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
351,17,2,0.035787402,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
352,10,7,0.030866142,0,0,0.793,0.562,0.936,0.777,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
353,11,3,0.067440945,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
354,13,2,0.026732283,0,0,0.837,0.561,0.942,0.899,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
355,9,7,0.026259843,0,14,0.546,0.23,0.57,0.262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
356,4,4,0.023661417,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
357,17,3,0.034488189,0,0,0.144,0.419,0.329,0.926,26,0.062,0.669,0.224,0.885,-1,-1,-1,-1,-1,21
358,8,2,0.035905512,0,0,0.397,0.384,0.597,0.995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
359,8,6,0.036259843,0,0,0.393,0.457,0.619,1,26,0.458,0.756,0.662,0.96,-1,-1,-1,-1,-1,21
360,16,3,0.03480315,0,0,0.005,0,0.469,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
361,2,7,0.025787402,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
362,20,7,0.035472441,0,0,0.238,0.273,0.724,0.921,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
363,10,2,0.028700787,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
364,18,1,0.040314961,0,0,0.244,0.41,0.357,0.737,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
365,22,6,0.035314961,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
366,8,5,0.031456693,0,0,0.479,0.261,0.668,0.961,56,0.09,0.55,0.35,0.764,-1,-1,-1,-1,-1,20
367,3,4,0.029330709,0,2,0.005,0.582,0.097,0.635,2,0.009,0.53,1,0.991,-1,-1,-1,-1,-1,20
368,14,3,0.034685039,0,0,0.533,0.761,0.606,0.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
369,8,1,0.031889764,0,0,0.288,0.34,0.474,0.967,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
370,21,7,0.034566929,0,2,0.049,0.328,0.947,0.886,0,0.154,0.108,0.842,0.921,-1,-1,-1,-1,-1,21
371,21,3,0.034370079,0,0,0.382,0.191,0.852,0.934,13,0,0.51,1,1,-1,-1,-1,-1,-1,20
372,7,1,0.032401575,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
373,14,7,0.038937008,0,0,0.472,0.156,0.76,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
374,11,3,0.043464567,0,0,0.419,0.452,0.58,0.965,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
375,9,1,0.032244094,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
376,14,7,0.031220472,0,27,0.496,0,0.766,0.908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
377,15,6,0.031259843,0,73,0.339,0.803,0.557,0.914,73,0.296,0.153,0.351,0.2,73,0.398,0.349,0.763,0.592,19
378,14,5,0.033188976,0,0,0.242,0.339,0.457,0.982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
379,4,4,0.028622047,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
380,7,3,0.030826772,0,58,0.295,0.748,0.38,0.919,58,0.369,0.749,0.466,0.909,0,0.591,0.602,0.854,0.993,22
381,21,2,0.037322835,250800,0,0.235,0.025,0.772,0.992,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
382,12,1,0.034606299,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
383,4,7,0.027165354,0,59,0.02,0.528,0.974,0.987,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
384,13,5,0.029724409,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
385,12,4,0.026181102,0,0,0.06,0.004,0.648,0.576,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
386,24,4,0.03,0,0,0.259,0.507,0.415,0.883,0,0.824,0.509,0.869,0.655,0,0.87,0.508,0.907,0.617,11
387,9,1,0.028582677,0,4,0,0.143,0.616,0.943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
388,13,7,0.028228346,0,0,0.128,0.119,0.636,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
389,9,6,0.027834646,0,0,0.553,0.213,0.794,0.854,2,0.933,0.301,1,0.354,2,0.866,0.304,0.943,0.332,18
390,16,4,0.027047244,0,0,0.302,0,0.898,0.99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
391,5,3,0.020629921,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
392,8,1,0.027480315,0,0,0,0.088,1,0.984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
393,6,1,0.012480315,0,44,0.482,0.873,0.869,0.987,41,0.141,0.634,0.414,0.814,41,0.553,0.717,0.821,0.901,9
394,21,7,0.027283465,0,0,0.164,0.012,0.678,0.991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
395,72,1,0.054606299,0,0,0.041,0.022,0.876,0.977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
396,28,4,0.031574803,58800,0,0.229,0.241,0.885,0.98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
397,4,3,0.016929134,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
398,8,1,0.015433071,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
399,11,7,0.030433071,0,0,0.286,0.126,0.734,0.978,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
400,1,6,0.019566929,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
401,22,4,0.026968504,0,2,0.066,0.245,0.838,0.76,2,0,0.284,0.042,0.375,2,0.147,0.271,0.21,0.34,21
402,2,4,0.014488189,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
403,5,3,0.023031496,0,0,0,0.003,0.302,0.223,28,0.057,0.328,0.953,0.969,-1,-1,-1,-1,-1,19
404,11,2,0.022755906,0,2,0.859,0.635,0.919,0.665,0,0.333,0.346,0.758,0.981,2,0.825,0.598,0.888,0.625,21
405,4,1,0.022007874,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
406,10,6,0.024251969,1700000,0,0,0.015,0.884,0.982,0,0.878,0.343,0.931,0.516,0,0.903,0.295,1,0.627,21
407,11,4,0.018188976,0,0,0.392,0.203,0.796,0.987,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
408,8,2,0.017204724,0,0,0.26,0.175,0.831,0.98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
409,6,2,0.020511811,0,58,0.213,0,0.357,0.222,75,0.478,0.331,0.6,0.481,75,0.244,0.346,0.277,0.412,10
410,4,1,0.016811024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
411,12,7,0.02515748,0,0,0.394,0.373,0.957,0.969,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
412,7,6,0.022992126,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
413,6,3,0.028110236,0,0,0.551,0.269,0.85,0.978,2,0.003,0.454,0.634,0.836,2,0.879,0.48,1,0.562,18
414,7,2,0.016102362,0,0,0,0.07,1,0.93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
415,8,1,0.019173228,0,28,0.53,0.585,0.995,0.943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
416,14,7,0.032952756,0,0,0.413,0.21,0.712,0.969,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
417,19,4,0.02519685,0,0,0.207,0.252,0.615,0.976,2,0.931,0.74,0.978,0.79,-1,-1,-1,-1,-1,22
418,7,1,0.019409449,0,75,0.313,0.913,0.393,0.995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14
419,7,7,0.026299213,0,0,0.004,0.217,0.358,1,41,0.179,0.618,0.237,0.713,58,0.345,0.575,0.4,0.663,17
420,12,5,0.02015748,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
421,7,4,0.020354331,0,0,0.633,0.519,0.741,0.988,0,0.516,0.189,0.783,0.479,-1,-1,-1,-1,-1,21
422,31,3,0.028346457,0,0,0.009,0.06,0.983,0.953,27,0.004,0.07,0.965,0.986,-1,-1,-1,-1,-1,21
423,13,1,0.024685039,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
424,14,7,0.025866142,0,0,0.327,0.204,0.708,0.968,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
425,8,4,0.017165354,0,49,0.158,0.064,0.336,0.326,49,0.319,0.337,0.404,0.446,49,0.026,0.004,0.173,0.108,18
426,13,3,0.013976378,0,47,0.717,0.254,0.833,0.419,49,0.686,0.606,0.781,0.78,0,0.468,0.291,0.639,0.9,22
427,6,7,0.017952756,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
